DATEMONTHINT,STATION,PERIOD,RIDERS_PER_WEEKDAY,
201110,West Hyattsville,AM Peak,2208.8,
201110,West Hyattsville,Evening,253.5,
201110,West Hyattsville,Late Night Peak,10.6,
201110,West Hyattsville,Midday,879.2,
201110,West Hyattsville,PM Peak,584.8,
201110,Wheaton,AM Peak,2329.8,
201110,Wheaton,Evening,436,
201110,Wheaton,Late Night Peak,8.2,
201110,Wheaton,Midday,1017.6,
201110,Wheaton,PM Peak,735.2,
201110,White Flint,AM Peak,1748.7,
201110,White Flint,Evening,339.5,
201110,White Flint,Late Night Peak,7.1,
201110,White Flint,Midday,836.6,
201110,White Flint,PM Peak,1430.8,
201110,Woodley Park-Zoo,AM Peak,2975.4,
201110,Woodley Park-Zoo,Evening,974.7,
201110,Woodley Park-Zoo,Late Night Peak,125.5,
201110,Woodley Park-Zoo,Midday,1821,
201110,Woodley Park-Zoo,PM Peak,1735.4,
201111,Addison Road,AM Peak,2225.6,
201111,Addison Road,Evening,203.5,
201111,Addison Road,Late Night Peak,4.3,
201111,Addison Road,Midday,756.1,
201111,Addison Road,PM Peak,389.3,
201111,Anacostia,AM Peak,3087.9,
201111,Anacostia,Evening,558.3,
201111,Anacostia,Late Night Peak,10.5,
201111,Anacostia,Midday,2019,
201111,Anacostia,PM Peak,1668.7,
201111,Archives-Navy Memorial,AM Peak,391.2,
201111,Archives-Navy Memorial,Evening,1112.3,
201111,Archives-Navy Memorial,Late Night Peak,17.5,
201111,Archives-Navy Memorial,Midday,1649.4,
201111,Archives-Navy Memorial,PM Peak,5651.7,
201111,Arlington Cemetery,AM Peak,13.2,
201111,Arlington Cemetery,Evening,5.7,
201111,Arlington Cemetery,Midday,395.9,
201111,Arlington Cemetery,PM Peak,312.4,
201111,Ballston,AM Peak,4510,
201111,Ballston,Evening,1194.8,
201111,Ballston,Late Night Peak,26.8,
201111,Ballston,Midday,2243.1,
201111,Ballston,PM Peak,3876.5,
201111,Benning Road,AM Peak,1651.9,
201111,Benning Road,Evening,235.1,
201111,Benning Road,Late Night Peak,6.4,
201111,Benning Road,Midday,815.5,
201111,Benning Road,PM Peak,498.6,
201111,Bethesda,AM Peak,3316,
201111,Bethesda,Evening,1453.9,
201111,Bethesda,Late Night Peak,48.9,
201111,Bethesda,Midday,2104.5,
201111,Bethesda,PM Peak,3741.5,
201111,Braddock Road,AM Peak,2596.1,
201111,Braddock Road,Evening,215.8,
201111,Braddock Road,Late Night Peak,3.4,
201111,Braddock Road,Midday,711.3,
201111,Braddock Road,PM Peak,798.2,
201111,Branch Avenue,AM Peak,4883.1,
201111,Branch Avenue,Evening,205.5,
201111,Branch Avenue,Late Night Peak,3,
201111,Branch Avenue,Midday,878.1,
201111,Branch Avenue,PM Peak,567.4,
201111,Brookland,AM Peak,2120.6,
201111,Brookland,Evening,917.2,
201111,Brookland,Late Night Peak,7.3,
201111,Brookland,Midday,1749.3,
201111,Brookland,PM Peak,2563.1,
201111,Capitol Heights,AM Peak,1242.1,
201111,Capitol Heights,Evening,117.5,
201111,Capitol Heights,Late Night Peak,3.5,
201111,Capitol Heights,Midday,456.5,
201111,Capitol Heights,PM Peak,277.5,
201111,Capitol South,AM Peak,843,
201111,Capitol South,Evening,1037.1,
201111,Capitol South,Late Night Peak,11.3,
201111,Capitol South,Midday,1695.9,
201111,Capitol South,PM Peak,4251.1,
201111,Cheverly,AM Peak,997,
201111,Cheverly,Evening,62.4,
201111,Cheverly,Late Night Peak,1.4,
201111,Cheverly,Midday,267.6,
201111,Cheverly,PM Peak,174,
201111,Clarendon,AM Peak,1797,
201111,Clarendon,Evening,820.9,
201111,Clarendon,Late Night Peak,88.3,
201111,Clarendon,Midday,785.9,
201111,Clarendon,PM Peak,1112.5,
201111,Cleveland Park,AM Peak,2389.3,
201111,Cleveland Park,Evening,470.1,
201111,Cleveland Park,Late Night Peak,12.6,
201111,Cleveland Park,Midday,980.1,
201111,Cleveland Park,PM Peak,694,
201111,College Park-U of MD,AM Peak,1919.2,
201111,College Park-U of MD,Evening,527.2,
201111,College Park-U of MD,Late Night Peak,13.5,
201111,College Park-U of MD,Midday,1058.6,
201111,College Park-U of MD,PM Peak,1316,
201111,Columbia Heights,AM Peak,4227.1,
201111,Columbia Heights,Evening,1816.9,
201111,Columbia Heights,Late Night Peak,57.1,
201111,Columbia Heights,Midday,2926.7,
201111,Columbia Heights,PM Peak,3395.1,
201111,Congress Heights,AM Peak,1453.1,
201111,Congress Heights,Evening,211.6,
201111,Congress Heights,Late Night Peak,8.9,
201111,Congress Heights,Midday,680.1,
201111,Congress Heights,PM Peak,505.4,
201111,Court House,AM Peak,3241.1,
201111,Court House,Evening,652,
201111,Court House,Late Night Peak,16.1,
201111,Court House,Midday,1442.8,
201111,Court House,PM Peak,2068.7,
201111,Crystal City,AM Peak,4124.9,
201111,Crystal City,Evening,948.4,
201111,Crystal City,Late Night Peak,11.6,
201111,Crystal City,Midday,2765.1,
201111,Crystal City,PM Peak,5548.1,
201111,Deanwood,AM Peak,921.3,
201111,Deanwood,Evening,126,
201111,Deanwood,Late Night Peak,4.7,
201111,Deanwood,Midday,425.8,
201111,Deanwood,PM Peak,309.8,
201111,Dunn Loring,AM Peak,2896,
201111,Dunn Loring,Evening,264.8,
201111,Dunn Loring,Late Night Peak,8,
201111,Dunn Loring,Midday,973.6,
201111,Dunn Loring,PM Peak,986.1,
201111,Dupont Circle,AM Peak,4229.1,
201111,Dupont Circle,Evening,4520.1,
201111,Dupont Circle,Late Night Peak,220.7,
201111,Dupont Circle,Midday,4245.2,
201111,Dupont Circle,PM Peak,8343,
201111,East Falls Church,AM Peak,2553.3,
201111,East Falls Church,Evening,233.5,
201111,East Falls Church,Late Night Peak,6.9,
201111,East Falls Church,Midday,700.3,
201111,East Falls Church,PM Peak,603.3,
201111,Eastern Market,AM Peak,2253.9,
201111,Eastern Market,Evening,740.2,
201111,Eastern Market,Late Night Peak,23.9,
201111,Eastern Market,Midday,1341.8,
201111,Eastern Market,PM Peak,1567.4,
201111,Eisenhower Avenue,AM Peak,862.2,
201111,Eisenhower Avenue,Evening,153.7,
201111,Eisenhower Avenue,Late Night Peak,10.5,
201111,Eisenhower Avenue,Midday,355.3,
201111,Eisenhower Avenue,PM Peak,529.8,
201111,Farragut North,AM Peak,1104.7,
201111,Farragut North,Evening,4149.2,
201111,Farragut North,Late Night Peak,67,
201111,Farragut North,Midday,3917.6,
201111,Farragut North,PM Peak,14676.2,
201111,Farragut West,AM Peak,1282,
201111,Farragut West,Evening,3626.8,
201111,Farragut West,Late Night Peak,73.8,
201111,Farragut West,Midday,3493.6,
201111,Farragut West,PM Peak,13271.2,
201111,Federal Center SW,AM Peak,422.5,
201111,Federal Center SW,Evening,455,
201111,Federal Center SW,Late Night Peak,2.5,
201111,Federal Center SW,Midday,1191.4,
201111,Federal Center SW,PM Peak,4045.5,
201111,Federal Triangle,AM Peak,198.4,
201111,Federal Triangle,Evening,843.7,
201111,Federal Triangle,Late Night Peak,4.3,
201111,Federal Triangle,Midday,1676.5,
201111,Federal Triangle,PM Peak,6626.2,
201111,Foggy Bottom,AM Peak,2264.2,
201111,Foggy Bottom,Evening,4751.6,
201111,Foggy Bottom,Late Night Peak,97.5,
201111,Foggy Bottom,Midday,4125.7,
201111,Foggy Bottom,PM Peak,10943,
201111,Forest Glen,AM Peak,1632.9,
201111,Forest Glen,Evening,91.2,
201111,Forest Glen,Late Night Peak,2.1,
201111,Forest Glen,Midday,373,
201111,Forest Glen,PM Peak,281.2,
201111,Fort Totten,AM Peak,3727.5,
201111,Fort Totten,Evening,575.3,
201111,Fort Totten,Late Night Peak,21.5,
201111,Fort Totten,Midday,1616.5,
201111,Fort Totten,PM Peak,1429.8,
201111,Franconia-Springfield,AM Peak,6199.9,
201111,Franconia-Springfield,Evening,313,
201111,Franconia-Springfield,Late Night Peak,3.4,
201111,Franconia-Springfield,Midday,1555.2,
201111,Franconia-Springfield,PM Peak,1009,
201111,Friendship Heights,AM Peak,3343.5,
201111,Friendship Heights,Evening,1233.5,
201111,Friendship Heights,Late Night Peak,24.7,
201111,Friendship Heights,Midday,2233.2,
201111,Friendship Heights,PM Peak,2796.4,
201111,Gallery Place-Chinatown,AM Peak,1765.6,
201111,Gallery Place-Chinatown,Evening,8380.2,
201111,Gallery Place-Chinatown,Late Night Peak,244.5,
201111,Gallery Place-Chinatown,Midday,4445.6,
201111,Gallery Place-Chinatown,PM Peak,12145.2,
201111,Georgia Avenue-Petworth,AM Peak,2489,
201111,Georgia Avenue-Petworth,Evening,613.1,
201111,Georgia Avenue-Petworth,Late Night Peak,20,
201111,Georgia Avenue-Petworth,Midday,1418.9,
201111,Georgia Avenue-Petworth,PM Peak,1485.7,
201111,Glenmont,AM Peak,4017.1,
201111,Glenmont,Evening,202.4,
201111,Glenmont,Late Night Peak,3.7,
201111,Glenmont,Midday,931.4,
201111,Glenmont,PM Peak,541.8,
201111,Greenbelt,AM Peak,4199.9,
201111,Greenbelt,Evening,381.6,
201111,Greenbelt,Late Night Peak,5.7,
201111,Greenbelt,Midday,1318.8,
201111,Greenbelt,PM Peak,977.9,
201111,Grosvenor,AM Peak,3840.4,
201111,Grosvenor,Evening,252.9,
201111,Grosvenor,Late Night Peak,4,
201111,Grosvenor,Midday,929.4,
201111,Grosvenor,PM Peak,757.7,
201111,Huntington,AM Peak,6282.3,
201111,Huntington,Evening,254.1,
201111,Huntington,Late Night Peak,6.7,
201111,Huntington,Midday,1322.9,
201111,Huntington,PM Peak,814.9,
201111,Judiciary Square,AM Peak,508.3,
201111,Judiciary Square,Evening,846,
201111,Judiciary Square,Late Night Peak,15.1,
201111,Judiciary Square,Midday,2215.2,
201111,Judiciary Square,PM Peak,5886.1,
201111,King Street,AM Peak,2936.2,
201111,King Street,Evening,986.1,
201111,King Street,Late Night Peak,25.5,
201111,King Street,Midday,1690.4,
201111,King Street,PM Peak,2849.9,
201111,L'Enfant Plaza,AM Peak,3011,
201111,L'Enfant Plaza,Evening,1419.3,
201111,L'Enfant Plaza,Late Night Peak,10.2,
201111,L'Enfant Plaza,Midday,3707.1,
201111,L'Enfant Plaza,PM Peak,12554.8,
201111,Landover,AM Peak,1651.8,
201111,Landover,Evening,122.5,
201111,Landover,Late Night Peak,5.6,
201111,Landover,Midday,423.6,
201111,Landover,PM Peak,218.8,
201111,Largo Town Center,AM Peak,3119.2,
201111,Largo Town Center,Evening,309.2,
201111,Largo Town Center,Late Night Peak,8.8,
201111,Largo Town Center,Midday,809.3,
201111,Largo Town Center,PM Peak,577,
201111,McPherson Square,AM Peak,1593.3,
201111,McPherson Square,Evening,2268.2,
201111,McPherson Square,Late Night Peak,48.4,
201111,McPherson Square,Midday,2765,
201111,McPherson Square,PM Peak,9740.1,
201111,Medical Center,AM Peak,1001.5,
201111,Medical Center,Evening,726,
201111,Medical Center,Late Night Peak,5.1,
201111,Medical Center,Midday,1100.8,
201111,Medical Center,PM Peak,3662.8,
201111,Metro Center,AM Peak,1566.5,
201111,Metro Center,Evening,5833.6,
201111,Metro Center,Late Night Peak,83.4,
201111,Metro Center,Midday,5023.5,
201111,Metro Center,PM Peak,15553.9,
201111,Minnesota Avenue,AM Peak,1148.9,
201111,Minnesota Avenue,Evening,283.2,
201111,Minnesota Avenue,Late Night Peak,6.5,
201111,Minnesota Avenue,Midday,775.7,
201111,Minnesota Avenue,PM Peak,840.8,
201111,Morgan Blvd.,AM Peak,1196.8,
201111,Morgan Blvd.,Evening,72.9,
201111,Morgan Blvd.,Late Night Peak,0.6,
201111,Morgan Blvd.,Midday,309.6,
201111,Morgan Blvd.,PM Peak,214.8,
201111,Mt. Vernon Square-UDC,AM Peak,1171.3,
201111,Mt. Vernon Square-UDC,Evening,636.4,
201111,Mt. Vernon Square-UDC,Late Night Peak,20.1,
201111,Mt. Vernon Square-UDC,Midday,1020,
201111,Mt. Vernon Square-UDC,PM Peak,1589.3,
201111,Navy Yard,AM Peak,946.3,
201111,Navy Yard,Evening,390.3,
201111,Navy Yard,Late Night Peak,5.9,
201111,Navy Yard,Midday,1128.7,
201111,Navy Yard,PM Peak,3489.5,
201111,Naylor Road,AM Peak,1784.4,
201111,Naylor Road,Evening,214,
201111,Naylor Road,Late Night Peak,5.4,
201111,Naylor Road,Midday,646.9,
201111,Naylor Road,PM Peak,400.9,
201111,New Carrollton,AM Peak,6449,
201111,New Carrollton,Evening,425.5,
201111,New Carrollton,Late Night Peak,7.5,
201111,New Carrollton,Midday,1659.4,
201111,New Carrollton,PM Peak,1175.6,
201111,New York Ave,AM Peak,1583.6,
201111,New York Ave,Evening,629.8,
201111,New York Ave,Late Night Peak,21.2,
201111,New York Ave,Midday,1670.9,
201111,New York Ave,PM Peak,3592.8,
201111,Pentagon,AM Peak,6562.3,
201111,Pentagon,Evening,623.9,
201111,Pentagon,Late Night Peak,3.7,
201111,Pentagon,Midday,3218.4,
201111,Pentagon,PM Peak,6671.7,
201111,Pentagon City,AM Peak,5798.2,
201111,Pentagon City,Evening,2240.4,
201111,Pentagon City,Late Night Peak,18.8,
201111,Pentagon City,Midday,3504,
201111,Pentagon City,PM Peak,4384.3,
201111,Potomac Avenue,AM Peak,1979,
201111,Potomac Avenue,Evening,280.1,
201111,Potomac Avenue,Late Night Peak,6,
201111,Potomac Avenue,Midday,838.6,
201111,Potomac Avenue,PM Peak,615.8,
201111,Prince George's Plaza,AM Peak,2156.3,
201111,Prince George's Plaza,Evening,610.9,
201111,Prince George's Plaza,Late Night Peak,21.3,
201111,Prince George's Plaza,Midday,1270.4,
201111,Prince George's Plaza,PM Peak,1204.7,
201111,Reagan Washington National Airport,AM Peak,755.8,
201111,Reagan Washington National Airport,Evening,1438.2,
201111,Reagan Washington National Airport,Late Night Peak,8.9,
201111,Reagan Washington National Airport,Midday,2050.1,
201111,Reagan Washington National Airport,PM Peak,1946.2,
201111,Rhode Island Avenue,AM Peak,2184.9,
201111,Rhode Island Avenue,Evening,443.6,
201111,Rhode Island Avenue,Late Night Peak,8.8,
201111,Rhode Island Avenue,Midday,1345.8,
201111,Rhode Island Avenue,PM Peak,1207.5,
201111,Rockville,AM Peak,2391.1,
201111,Rockville,Evening,381.1,
201111,Rockville,Late Night Peak,7.7,
201111,Rockville,Midday,995.5,
201111,Rockville,PM Peak,1066.7,
201111,Rosslyn,AM Peak,4429.3,
201111,Rosslyn,Evening,1693,
201111,Rosslyn,Late Night Peak,29.8,
201111,Rosslyn,Midday,3415.1,
201111,Rosslyn,PM Peak,6825.3,
201111,Shady Grove,AM Peak,9901.1,
201111,Shady Grove,Evening,421.7,
201111,Shady Grove,Late Night Peak,10.1,
201111,Shady Grove,Midday,2055.6,
201111,Shady Grove,PM Peak,1403.8,
201111,Shaw-Howard University,AM Peak,1357.8,
201111,Shaw-Howard University,Evening,613.2,
201111,Shaw-Howard University,Late Night Peak,25.6,
201111,Shaw-Howard University,Midday,1265.2,
201111,Shaw-Howard University,PM Peak,1696.3,
201111,Silver Spring,AM Peak,5988.5,
201111,Silver Spring,Evening,1090.8,
201111,Silver Spring,Late Night Peak,23,
201111,Silver Spring,Midday,2770.2,
201111,Silver Spring,PM Peak,3151.6,
201111,Smithsonian,AM Peak,324.7,
201111,Smithsonian,Evening,637.6,
201111,Smithsonian,Late Night Peak,6.7,
201111,Smithsonian,Midday,2214.5,
201111,Smithsonian,PM Peak,6897.9,
201111,Southern Avenue,AM Peak,3849.9,
201111,Southern Avenue,Evening,303,
201111,Southern Avenue,Late Night Peak,7.2,
201111,Southern Avenue,Midday,1043.9,
201111,Southern Avenue,PM Peak,607.6,
201111,Stadium-Armory,AM Peak,1125.5,
201111,Stadium-Armory,Evening,237.8,
201111,Stadium-Armory,Late Night Peak,113.4,
201111,Stadium-Armory,Midday,705.3,
201111,Stadium-Armory,PM Peak,744.6,
201111,Suitland,AM Peak,3652.4,
201111,Suitland,Evening,329.3,
201111,Suitland,Late Night Peak,4.8,
201111,Suitland,Midday,1077.4,
201111,Suitland,PM Peak,1197.8,
201111,Takoma,AM Peak,3370.5,
201111,Takoma,Evening,390.1,
201111,Takoma,Late Night Peak,7.6,
201111,Takoma,Midday,1310.4,
201111,Takoma,PM Peak,910.2,
201111,Tenleytown-AU,AM Peak,1923.1,
201111,Tenleytown-AU,Evening,1347.9,
201111,Tenleytown-AU,Late Night Peak,20,
201111,Tenleytown-AU,Midday,1731.8,
201111,Tenleytown-AU,PM Peak,3014.5,
201111,Twinbrook,AM Peak,2342.8,
201111,Twinbrook,Evening,306.6,
201111,Twinbrook,Late Night Peak,7.1,
201111,Twinbrook,Midday,940.3,
201111,Twinbrook,PM Peak,1029.1,
201111,U Street-Cardozo,AM Peak,1953.2,
201111,U Street-Cardozo,Evening,1462.5,
201111,U Street-Cardozo,Late Night Peak,191.3,
201111,U Street-Cardozo,Midday,1311.2,
201111,U Street-Cardozo,PM Peak,1663.8,
201111,Union Station,AM Peak,10126.6,
201111,Union Station,Evening,4058.4,
201111,Union Station,Late Night Peak,64.9,
201111,Union Station,Midday,6109.7,
201111,Union Station,PM Peak,12192.8,
201111,Van Dorn Street,AM Peak,2336.8,
201111,Van Dorn Street,Evening,186.7,
201111,Van Dorn Street,Late Night Peak,2.6,
201111,Van Dorn Street,Midday,569.1,
201111,Van Dorn Street,PM Peak,443.9,
201111,Van Ness-UDC,AM Peak,2808.8,
201111,Van Ness-UDC,Evening,837.4,
201111,Van Ness-UDC,Late Night Peak,8.2,
201111,Van Ness-UDC,Midday,1717.5,
201111,Van Ness-UDC,PM Peak,1783.8,
201111,Vienna,AM Peak,9810.6,
201111,Vienna,Evening,528.2,
201111,Vienna,Late Night Peak,5.5,
201111,Vienna,Midday,1989.6,
201111,Vienna,PM Peak,1381.2,
201111,Virginia Square-GMU,AM Peak,1769.7,
201111,Virginia Square-GMU,Evening,375.7,
201111,Virginia Square-GMU,Late Night Peak,3.7,
201111,Virginia Square-GMU,Midday,676.7,
201111,Virginia Square-GMU,PM Peak,1068.9,
201111,Waterfront,AM Peak,1306.7,
201111,Waterfront,Evening,419.9,
201111,Waterfront,Late Night Peak,10.3,
201111,Waterfront,Midday,1038.5,
201111,Waterfront,PM Peak,1232.5,
201111,West Falls Church,AM Peak,6946.1,
201111,West Falls Church,Evening,522.4,
201111,West Falls Church,Late Night Peak,4.2,
201111,West Falls Church,Midday,1508.3,
201111,West Falls Church,PM Peak,1736.2,
201111,West Hyattsville,AM Peak,2140.1,
201111,West Hyattsville,Evening,219.7,
201111,West Hyattsville,Late Night Peak,7.9,
201111,West Hyattsville,Midday,848.3,
201111,West Hyattsville,PM Peak,582.1,
201111,Wheaton,AM Peak,2289.8,
201111,Wheaton,Evening,406.9,
201111,Wheaton,Late Night Peak,7.3,
201111,Wheaton,Midday,1000.5,
201111,Wheaton,PM Peak,737.8,
201111,White Flint,AM Peak,1716.1,
201111,White Flint,Evening,330,
201111,White Flint,Late Night Peak,7.4,
201111,White Flint,Midday,832.2,
201111,White Flint,PM Peak,1400.6,
201111,Woodley Park-Zoo,AM Peak,2797.6,
201111,Woodley Park-Zoo,Evening,847.2,
201111,Woodley Park-Zoo,Late Night Peak,72.9,
201111,Woodley Park-Zoo,Midday,1578.4,
201111,Woodley Park-Zoo,PM Peak,1508,
201112,Addison Road,AM Peak,1819.8,
201112,Addison Road,Evening,210.1,
201112,Addison Road,Late Night Peak,8.1,
201112,Addison Road,Midday,707,
201112,Addison Road,PM Peak,383.9,
201112,Anacostia,AM Peak,2796.6,
201112,Anacostia,Evening,563.8,
201112,Anacostia,Late Night Peak,22.5,
201112,Anacostia,Midday,2072,
201112,Anacostia,PM Peak,1569.7,
201112,Archives-Navy Memorial,AM Peak,339.3,
201112,Archives-Navy Memorial,Evening,1152.3,
201112,Archives-Navy Memorial,Late Night Peak,28.3,
201112,Archives-Navy Memorial,Midday,1659.7,
201112,Archives-Navy Memorial,PM Peak,5271.1,
201112,Arlington Cemetery,AM Peak,11.3,
201112,Arlington Cemetery,Evening,2,
201112,Arlington Cemetery,Midday,377.5,
201112,Arlington Cemetery,PM Peak,273.5,
201112,Ballston,AM Peak,3992.4,
201112,Ballston,Evening,1110.7,
201112,Ballston,Late Night Peak,40.6,
201112,Ballston,Midday,2173.5,
201112,Ballston,PM Peak,3566.4,
201112,Benning Road,AM Peak,1445.9,
201112,Benning Road,Evening,241.8,
201112,Benning Road,Late Night Peak,14.1,
201112,Benning Road,Midday,813.8,
201112,Benning Road,PM Peak,494,
201112,Bethesda,AM Peak,2857.6,
201112,Bethesda,Evening,1423.3,
201112,Bethesda,Late Night Peak,76,
201112,Bethesda,Midday,2095,
201112,Bethesda,PM Peak,3525.8,
201112,Braddock Road,AM Peak,2294.6,
201112,Braddock Road,Evening,235.1,
201112,Braddock Road,Late Night Peak,6.3,
201112,Braddock Road,Midday,732.2,
201112,Braddock Road,PM Peak,778.2,
201112,Branch Avenue,AM Peak,4489.6,
201112,Branch Avenue,Evening,237,
201112,Branch Avenue,Late Night Peak,4.6,
201112,Branch Avenue,Midday,912.9,
201112,Branch Avenue,PM Peak,601,
201112,Brookland,AM Peak,1820,
201112,Brookland,Evening,618.4,
201112,Brookland,Late Night Peak,15.9,
201112,Brookland,Midday,1612,
201112,Brookland,PM Peak,2041.9,
201112,Capitol Heights,AM Peak,1133.6,
201112,Capitol Heights,Evening,122.7,
201112,Capitol Heights,Late Night Peak,4.9,
201112,Capitol Heights,Midday,460.5,
201112,Capitol Heights,PM Peak,285.2,
201112,Capitol South,AM Peak,705.3,
201112,Capitol South,Evening,909.3,
201112,Capitol South,Late Night Peak,15.8,
201112,Capitol South,Midday,1465.2,
201112,Capitol South,PM Peak,3614,
201112,Cheverly,AM Peak,903.3,
201112,Cheverly,Evening,62.9,
201112,Cheverly,Late Night Peak,2.2,
201112,Cheverly,Midday,275,
201112,Cheverly,PM Peak,181.1,
201112,Clarendon,AM Peak,1587.8,
